,unix_timestamp,timestamp,dst_addr,dst_port,src_addr,src_port,proto,gid,sid,msg
25,04/07/2017 13:57, 07/04-12:57:51.413685, 192.168.10.3, 53, 192.168.10.12, 28401, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
26,04/07/2017 13:57, 07/04-12:57:51.413686, 192.168.10.3, 53, 192.168.10.12, 28401, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
27,04/07/2017 13:57, 07/04-12:57:52.089057, 192.168.10.3, 53, 192.168.10.12, 9825, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
28,04/07/2017 13:57, 07/04-12:57:52.089058, 192.168.10.3, 53, 192.168.10.12, 9825, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
29,04/07/2017 13:58, 07/04-12:58:01.608894, 224.0.0.22, , 192.168.10.5, , IP,116, 444," ""(ipv4) IPv4 option set"""
30,04/07/2017 13:58, 07/04-12:58:01.610343, 224.0.0.22, , 192.168.10.5, , IP,116, 444," ""(ipv4) IPv4 option set"""
31,04/07/2017 13:58, 07/04-12:58:01.610409, 224.0.0.22, , 192.168.10.5, , IP,116, 444," ""(ipv4) IPv4 option set"""
32,04/07/2017 13:58, 07/04-12:58:02.028992, 224.0.0.22, , 192.168.10.5, , IP,116, 444," ""(ipv4) IPv4 option set"""
33,04/07/2017 13:58, 07/04-12:58:02.036691, 192.168.10.3, 445, 192.168.10.5, 49159, TCP,129, 1," ""(stream_tcp) SYN on established session"""
34,04/07/2017 13:58, 07/04-12:58:02.036755, 192.168.10.3, 445, 192.168.10.5, 49159, TCP,129, 15," ""(stream_tcp) reset outside window"""
35,04/07/2017 13:58, 07/04-12:58:02.036757, 192.168.10.3, 445, 192.168.10.5, 49159, TCP,129, 15," ""(stream_tcp) reset outside window"""
36,04/07/2017 13:58, 07/04-12:58:09.604521, 192.168.10.3, , 192.168.10.16, , IP,123, 8," ""(stream_ip) fragmentation overlap"""
37,04/07/2017 13:59, 07/04-12:59:13.905600, 224.0.0.22, , 192.168.10.8, , IP,116, 444," ""(ipv4) IPv4 option set"""
38,04/07/2017 13:59, 07/04-12:59:14.332779, 224.0.0.22, , 192.168.10.8, , IP,116, 444," ""(ipv4) IPv4 option set"""
39,04/07/2017 13:59, 07/04-12:59:51.085308, 192.168.10.51, 58395, 23.111.11.211, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
40,04/07/2017 13:59, 07/04-12:59:51.104488, 192.168.10.51, 58396, 23.111.11.211, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
41,04/07/2017 13:59, 07/04-12:59:51.104811, 192.168.10.51, 58397, 23.111.11.211, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
42,04/07/2017 13:59, 07/04-12:59:51.105042, 192.168.10.51, 58398, 23.111.11.211, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
43,04/07/2017 13:59, 07/04-12:59:51.193850, 192.168.10.51, 44732, 184.84.243.218, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
44,04/07/2017 14:00, 07/04-13:00:02.817061, 224.0.0.22, , 192.168.10.5, , IP,116, 444," ""(ipv4) IPv4 option set"""
45,04/07/2017 14:00, 07/04-13:00:03.030401, 224.0.0.22, , 192.168.10.5, , IP,116, 444," ""(ipv4) IPv4 option set"""
46,04/07/2017 14:00, 07/04-13:00:06.125535, 192.168.10.51, 57731, 87.250.251.119, 443, TCP,129, 18," ""(stream_tcp) data sent on stream after TCP reset received"""
47,04/07/2017 14:00, 07/04-13:00:30.027372, 192.168.10.51, 43894, 192.168.10.3, 445, TCP,129, 14," ""(stream_tcp) TCP timestamp is missing"""
48,04/07/2017 14:00, 07/04-13:00:30.027375, 192.168.10.51, 43894, 192.168.10.3, 445, TCP,129, 14," ""(stream_tcp) TCP timestamp is missing"""
49,04/07/2017 14:01, 07/04-13:01:35.196028, 192.168.10.9, 1138, 23.50.75.27, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
50,04/07/2017 14:01, 07/04-13:01:35.196110, 192.168.10.9, 1137, 23.50.75.27, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
51,04/07/2017 14:01, 07/04-13:01:35.196327, 192.168.10.9, 1136, 23.50.75.27, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
52,04/07/2017 14:01, 07/04-13:01:35.783744, 224.0.0.251, , 192.168.10.25, , IP,116, 444," ""(ipv4) IPv4 option set"""
53,04/07/2017 14:01, 07/04-13:01:35.845691, 192.168.10.9, 1156, 72.167.239.239, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
54,04/07/2017 14:01, 07/04-13:01:35.929709, 192.168.10.9, 1160, 72.167.239.239, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
55,04/07/2017 14:01, 07/04-13:01:36.774046, 192.168.10.9, 1191, 72.167.239.239, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
56,04/07/2017 14:01, 07/04-13:01:36.774588, 192.168.10.9, 1192, 72.167.239.239, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
57,04/07/2017 14:01, 07/04-13:01:37.965748, 192.168.10.9, 1226, 23.50.75.27, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
58,04/07/2017 14:01, 07/04-13:01:37.971743, 192.168.10.3, 53, 192.168.10.9, 61176, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
59,04/07/2017 14:01, 07/04-13:01:37.971791, 192.168.10.3, 53, 192.168.10.9, 61176, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
60,04/07/2017 14:01, 07/04-13:01:38.012772, 192.168.10.3, 53, 192.168.10.9, 54922, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
61,04/07/2017 14:01, 07/04-13:01:38.012775, 192.168.10.3, 53, 192.168.10.9, 54922, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
62,04/07/2017 14:01, 07/04-13:01:38.015354, 192.168.10.3, 53, 192.168.10.9, 59478, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
63,04/07/2017 14:01, 07/04-13:01:38.015358, 192.168.10.3, 53, 192.168.10.9, 59478, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
64,04/07/2017 14:01, 07/04-13:01:38.054700, 192.168.10.3, 53, 192.168.10.9, 56170, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
65,04/07/2017 14:01, 07/04-13:01:38.054703, 192.168.10.3, 53, 192.168.10.9, 56170, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
66,04/07/2017 14:01, 07/04-13:01:38.054809, 192.168.10.3, 53, 192.168.10.9, 59304, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
67,04/07/2017 14:01, 07/04-13:01:38.054816, 192.168.10.3, 53, 192.168.10.9, 59304, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
68,04/07/2017 14:01, 07/04-13:01:38.067778, 192.168.10.3, 53, 192.168.10.9, 53448, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
69,04/07/2017 14:01, 07/04-13:01:38.067781, 192.168.10.3, 53, 192.168.10.9, 53448, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
70,04/07/2017 14:01, 07/04-13:01:38.120653, 192.168.10.3, 53, 192.168.10.9, 52717, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
71,04/07/2017 14:01, 07/04-13:01:38.120657, 192.168.10.3, 53, 192.168.10.9, 52717, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
72,04/07/2017 14:01, 07/04-13:01:38.478121, 192.168.10.3, 53, 192.168.10.9, 60831, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
73,04/07/2017 14:01, 07/04-13:01:38.478124, 192.168.10.3, 53, 192.168.10.9, 60831, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
74,04/07/2017 14:01, 07/04-13:01:38.539962, 192.168.10.3, 53, 192.168.10.9, 62876, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
75,04/07/2017 14:01, 07/04-13:01:38.539965, 192.168.10.3, 53, 192.168.10.9, 62876, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
76,04/07/2017 14:01, 07/04-13:01:38.900527, 192.168.10.3, 53, 192.168.10.9, 64623, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
77,04/07/2017 14:01, 07/04-13:01:38.900530, 192.168.10.3, 53, 192.168.10.9, 64623, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
78,04/07/2017 14:01, 07/04-13:01:39.412244, 224.0.0.251, , 192.168.10.25, , IP,116, 444," ""(ipv4) IPv4 option set"""
79,04/07/2017 14:01, 07/04-13:01:39.995583, 192.168.10.3, 53, 192.168.10.9, 54505, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
80,04/07/2017 14:01, 07/04-13:01:39.995587, 192.168.10.3, 53, 192.168.10.9, 54505, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
81,04/07/2017 14:01, 07/04-13:01:40.002258, 192.168.10.3, 53, 192.168.10.9, 50069, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
82,04/07/2017 14:01, 07/04-13:01:40.002261, 192.168.10.3, 53, 192.168.10.9, 50069, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
83,04/07/2017 14:01, 07/04-13:01:40.004422, 192.168.10.3, 53, 192.168.10.9, 56022, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
84,04/07/2017 14:01, 07/04-13:01:40.004471, 192.168.10.3, 53, 192.168.10.9, 56022, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
85,04/07/2017 14:01, 07/04-13:01:40.006211, 192.168.10.3, 53, 192.168.10.9, 63916, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
86,04/07/2017 14:01, 07/04-13:01:40.006260, 192.168.10.3, 53, 192.168.10.9, 63916, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
87,04/07/2017 14:01, 07/04-13:01:40.034012, 192.168.10.3, 53, 192.168.10.9, 51285, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
88,04/07/2017 14:01, 07/04-13:01:40.034059, 192.168.10.3, 53, 192.168.10.9, 51285, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
89,04/07/2017 14:01, 07/04-13:01:40.034060, 192.168.10.3, 53, 192.168.10.9, 49663, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
90,04/07/2017 14:01, 07/04-13:01:40.034061, 192.168.10.3, 53, 192.168.10.9, 49663, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
91,04/07/2017 14:01, 07/04-13:01:40.191765, 192.168.10.3, 53, 192.168.10.9, 60902, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
92,04/07/2017 14:01, 07/04-13:01:40.191769, 192.168.10.3, 53, 192.168.10.9, 60902, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
93,04/07/2017 14:01, 07/04-13:01:40.241169, 192.168.10.3, 53, 192.168.10.9, 55442, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
94,04/07/2017 14:01, 07/04-13:01:40.241172, 192.168.10.3, 53, 192.168.10.9, 55442, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
95,04/07/2017 14:01, 07/04-13:01:40.258017, 192.168.10.3, 53, 192.168.10.9, 53894, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
96,04/07/2017 14:01, 07/04-13:01:40.258020, 192.168.10.3, 53, 192.168.10.9, 53894, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
97,04/07/2017 14:01, 07/04-13:01:40.483642, 192.168.10.3, 53, 192.168.10.9, 51317, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
98,04/07/2017 14:01, 07/04-13:01:40.483690, 192.168.10.3, 53, 192.168.10.9, 51317, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
99,04/07/2017 14:01, 07/04-13:01:40.675970, 192.168.10.3, 53, 192.168.10.9, 55441, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
100,04/07/2017 14:01, 07/04-13:01:40.675974, 192.168.10.3, 53, 192.168.10.9, 55441, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
101,04/07/2017 14:01, 07/04-13:01:40.685885, 192.168.10.3, 53, 192.168.10.9, 57737, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
102,04/07/2017 14:01, 07/04-13:01:40.685889, 192.168.10.3, 53, 192.168.10.9, 57737, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
103,04/07/2017 14:01, 07/04-13:01:40.703614, 192.168.10.3, 53, 192.168.10.9, 55339, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
104,04/07/2017 14:01, 07/04-13:01:40.703617, 192.168.10.3, 53, 192.168.10.9, 55339, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
105,04/07/2017 14:01, 07/04-13:01:40.969589, 192.168.10.3, 53, 192.168.10.9, 60126, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
106,04/07/2017 14:01, 07/04-13:01:40.969637, 192.168.10.3, 53, 192.168.10.9, 60126, UDP,1, 27938," ""PROTOCOL-DNS IPv6 host name enumeration"""
107,04/07/2017 14:01, 07/04-13:01:44.682727, 224.0.0.22, , 192.168.10.14, , IP,116, 444," ""(ipv4) IPv4 option set"""
108,04/07/2017 14:01, 07/04-13:01:44.861393, 224.0.0.22, , 192.168.10.14, , IP,116, 444," ""(ipv4) IPv4 option set"""
109,04/07/2017 14:01, 07/04-13:01:48.065684, 192.168.10.9, 1344, 72.167.239.239, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
110,04/07/2017 14:01, 07/04-13:01:48.066232, 192.168.10.9, 1346, 72.167.239.239, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
111,04/07/2017 14:01, 07/04-13:01:49.230169, 192.168.10.9, 1360, 72.167.239.239, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
112,04/07/2017 14:01, 07/04-13:01:49.716336, 192.168.10.9, 1371, 173.222.141.21, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
113,04/07/2017 14:01, 07/04-13:01:49.771746, 192.168.10.9, 1370, 173.222.141.21, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
114,04/07/2017 14:01, 07/04-13:01:50.047131, 192.168.10.9, 1384, 72.167.239.239, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
115,04/07/2017 14:01, 07/04-13:01:50.065577, 192.168.10.9, 1385, 72.167.239.239, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
116,04/07/2017 14:01, 07/04-13:01:50.157735, 192.168.10.9, 1390, 72.167.239.239, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
117,04/07/2017 14:01, 07/04-13:01:50.193702, 192.168.10.9, 1391, 72.167.239.239, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
118,04/07/2017 14:01, 07/04-13:01:51.110183, 192.168.10.9, 1392, 72.167.239.239, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
119,04/07/2017 14:01, 07/04-13:01:52.151610, 192.168.10.9, 1443, 72.167.239.239, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
120,04/07/2017 14:01, 07/04-13:01:53.665649, 192.168.10.9, 1479, 72.167.239.239, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
121,04/07/2017 14:01, 07/04-13:01:53.736325, 192.168.10.9, 1482, 72.167.239.239, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
122,04/07/2017 14:01, 07/04-13:01:54.991934, 192.168.10.9, 1515, 72.167.239.239, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
123,04/07/2017 14:01, 07/04-13:01:55.252405, 192.168.10.9, 1512, 72.167.239.239, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
124,04/07/2017 14:01, 07/04-13:01:56.636866, 192.168.10.51, 46980, 172.217.11.3, 443, TCP,129, 18," ""(stream_tcp) data sent on stream after TCP reset received"""
125,04/07/2017 14:01, 07/04-13:01:59.022140, 192.168.10.9, 1552, 72.167.239.239, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
126,04/07/2017 14:01, 07/04-13:01:59.093073, 192.168.10.14, 49466, 40.80.145.27, 80, TCP,119, 104," ""(http_inspect) HTTP response has UTF charset that failed to normalize"""
127,04/07/2017 14:02, 07/04-13:02:00.300840, 192.168.10.9, 1598, 72.167.239.239, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
128,04/07/2017 14:02, 07/04-13:02:00.460873, 192.168.10.9, 1600, 72.167.239.239, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
129,04/07/2017 14:02, 07/04-13:02:00.886643, 192.168.10.9, 1602, 72.167.239.239, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
130,04/07/2017 14:02, 07/04-13:02:00.941539, 192.168.10.9, 1610, 72.167.239.239, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
131,04/07/2017 14:02, 07/04-13:02:30.040048, 192.168.10.51, 43894, 192.168.10.3, 445, TCP,129, 14," ""(stream_tcp) TCP timestamp is missing"""
132,04/07/2017 14:02, 07/04-13:02:30.040051, 192.168.10.51, 43894, 192.168.10.3, 445, TCP,129, 14," ""(stream_tcp) TCP timestamp is missing"""
133,04/07/2017 14:05, 07/04-13:05:02.841692, 192.168.10.51, 35945, 23.50.75.27, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
134,04/07/2017 14:05, 07/04-13:05:06.217772, 192.168.10.51, 44839, 184.84.243.218, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
135,04/07/2017 14:05, 07/04-13:05:13.881999, 23.194.141.170, 443, 192.168.10.51, 37912, TCP,129, 15," ""(stream_tcp) reset outside window"""
136,04/07/2017 14:05, 07/04-13:05:13.882015, 23.194.141.170, 443, 192.168.10.51, 37911, TCP,129, 15," ""(stream_tcp) reset outside window"""
137,04/07/2017 14:05, 07/04-13:05:13.882064, 23.194.141.170, 443, 192.168.10.51, 37911, TCP,129, 15," ""(stream_tcp) reset outside window"""
138,04/07/2017 14:05, 07/04-13:05:30.090649, 192.168.10.51, 43894, 192.168.10.3, 445, TCP,129, 14," ""(stream_tcp) TCP timestamp is missing"""
139,04/07/2017 14:05, 07/04-13:05:30.090652, 192.168.10.51, 43894, 192.168.10.3, 445, TCP,129, 14," ""(stream_tcp) TCP timestamp is missing"""
140,04/07/2017 14:06, 07/04-13:06:24.121416, 78.140.191.94, 80, 192.168.10.14, 49567, TCP,1, 54307," ""PUA-ADWARE Js.Adware.Agent variant redirect attempt"""
141,04/07/2017 14:06, 07/04-13:06:25.528254, 206.54.163.50, 80, 192.168.10.14, 49580, TCP,1, 54307," ""PUA-ADWARE Js.Adware.Agent variant redirect attempt"""
142,04/07/2017 14:06, 07/04-13:06:41.179413, 206.54.163.50, 80, 192.168.10.14, 49580, TCP,119, 261," ""(http_inspect) HTTP chunked message body was truncated"""
143,04/07/2017 14:06, 07/04-13:06:56.937146, 192.168.10.14, 49618, 13.107.4.50, 80, TCP,1, 15306," ""FILE-EXECUTABLE Portable Executable binary file magic detected"""
144,04/07/2017 14:06, 07/04-13:06:58.272868, 192.168.10.5, 49213, 40.80.145.78, 80, TCP,119, 104," ""(http_inspect) HTTP response has UTF charset that failed to normalize"""
145,04/07/2017 14:07, 07/04-13:07:13.841655, 23.194.142.60, 443, 192.168.10.51, 53864, TCP,129, 15," ""(stream_tcp) reset outside window"""
146,04/07/2017 14:07, 07/04-13:07:21.680045, 192.168.10.14, 49516, 104.28.12.116, 80, TCP,119, 261," ""(http_inspect) HTTP chunked message body was truncated"""
147,04/07/2017 14:08, 07/04-13:08:42.455612, 23.194.180.207, 443, 192.168.10.51, 43752, TCP,129, 15," ""(stream_tcp) reset outside window"""
148,04/07/2017 14:08, 07/04-13:08:42.455616, 23.194.180.207, 443, 192.168.10.51, 43752, TCP,129, 15," ""(stream_tcp) reset outside window"""
149,04/07/2017 14:09, 07/04-13:09:12.526596, 23.194.180.207, 443, 192.168.10.51, 43758, TCP,129, 15," ""(stream_tcp) reset outside window"""
150,04/07/2017 14:09, 07/04-13:09:12.526599, 23.194.180.207, 443, 192.168.10.51, 43758, TCP,129, 15," ""(stream_tcp) reset outside window"""
151,04/07/2017 14:09, 07/04-13:09:41.063773, 50.23.217.152, 443, 192.168.10.12, 47724, TCP,129, 15," ""(stream_tcp) reset outside window"""
152,04/07/2017 14:09, 07/04-13:09:41.063776, 50.23.217.152, 443, 192.168.10.12, 47724, TCP,129, 15," ""(stream_tcp) reset outside window"""
153,04/07/2017 14:09, 07/04-13:09:42.470364, 192.168.10.51, 34635, 50.63.243.230, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
154,04/07/2017 14:09, 07/04-13:09:45.724665, 192.168.10.51, 34640, 50.63.243.230, 80, TCP,119, 241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header"""
155,04/07/2017 14:09, 07/04-13:09:48.519775, 192.168.10.14, 49706, 104.88.48.213, 80, TCP,1, 41379," ""SERVER-OTHER Squid HTTP Vary response header denial of service attempt"""
156,04/07/2017 14:09, 07/04-13:09:48.604997, 192.168.10.14, 49707, 104.88.48.213, 80, TCP,1, 41379," ""SERVER-OTHER Squid HTTP Vary response header denial of service attempt"""
157,04/07/2017 14:09, 07/04-13:09:48.607312, 192.168.10.14, 49709, 104.88.48.213, 80, TCP,1, 41379," ""SERVER-OTHER Squid HTTP Vary response header denial of service attempt"""
158,04/07/2017 14:09, 07/04-13:09:48.794436, 192.168.10.14, 49712, 23.66.191.194, 80, TCP,1, 41379," ""SERVER-OTHER Squid HTTP Vary response header denial of service attempt"""
159,04/07/2017 14:09, 07/04-13:09:48.842128, 192.168.10.14, 49712, 23.66.191.194, 80, TCP,1, 41379," ""SERVER-OTHER Squid HTTP Vary response header denial of service attempt"""
160,04/07/2017 14:09, 07/04-13:09:48.944728, 192.168.10.14, 49710, 104.88.48.213, 80, TCP,1, 41379," ""SERVER-OTHER Squid HTTP Vary response header denial of service attempt"""
161,04/07/2017 14:09, 07/04-13:09:48.947418, 192.168.10.14, 49711, 104.88.48.213, 80, TCP,1, 41379," ""SERVER-OTHER Squid HTTP Vary response header denial of service attempt"""
